DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	2p24.1	2	20976028	NR	NA - APOB		ENSG00000084674			25401	rs11902417-?	rs11902417	0	11902417	intergenic_variant	1	NR	9E-10	9.045757490560675		0.7960089	[0.54-1.05] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	15q21.3	15	58289171	NR	ALDH1A2			ENSG00000128918			rs12148399-?	rs12148399	0	12148399	intron_variant	0	NR	8E-6	5.096910013008056		0.7415018	[0.42-1.07] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	11q23.3	11	116781491	NR	ZPR1			ENSG00000109917			rs12286037-?	rs12286037	0	12286037	intron_variant	0	NR	1E-7	7.0		0.8584018	[0.54-1.17] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Hypertension	11,863 African American cases, 8,663 Hispanic/Latino cases, 3,102 Asian ancestry cases, 2,645 Native Hawaiian ancestry cases, 342 Native American ancestry cases, 508 cases, 5,289 African American controls, 13,273 Hispanic/Latino controls, 1,561 Asian ancestry controls, 1,060 Native Hawaiian ancestry controls, 293 Native American ancestry controls, 542 controls	NA	11q21	11	96709521	JRKL							rs145054295-?	rs145054295	0	145054295	intron_variant	1	NR	4E-8	7.3979400086720375		0.4254598	[0.27-0.58] unit decrease	Illumina [28263875] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST008036	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Hypertension	11,863 African American cases, 8,663 Hispanic/Latino cases, 3,102 Asian ancestry cases, 2,645 Native Hawaiian ancestry cases, 342 Native American ancestry cases, 508 cases, 5,289 African American controls, 13,273 Hispanic/Latino controls, 1,561 Asian ancestry controls, 1,060 Native Hawaiian ancestry controls, 293 Native American ancestry controls, 542 controls	NA	3p25.1	3	14869013	FGD5	FGD5			ENSG00000154783			rs2342883-?	rs2342883	0	2342883	intron_variant	0	NR	2E-8	7.698970004336019		0.093572	[0.061-0.126] unit decrease	Illumina [28263875] (imputed)	N	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST008036	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	5q13.3	5	75341886	NR	HMGCR			ENSG00000113161			rs10038095-?	rs10038095	0	10038095	intron_variant	0	NR	6E-19	18.221848749616356		2.822193	[2.2-3.44] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19q13.32	19	44901805	NR	TOMM40			ENSG00000130204			rs1038026-?	rs1038026	0	1038026	3_prime_UTR_variant	0	NR	1E-14	14.0		2.444245	[1.82-3.07] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	2p24.1	2	21009932	NR	APOB			ENSG00000084674			rs1041968-?	rs1041968	0	1041968	synonymous_variant	0	NR	2E-17	16.69897000433602		2.932701	[2.26-3.61] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	6q25.3	6	160589086	NR	LPA			ENSG00000198670			rs10455872-?	rs10455872	0	10455872	intron_variant	0	NR	5E-17	16.30102999566398		8.089846	[6.2-9.98] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19q13.32	19	44909976	NR	APOE - APOC1	ENSG00000130203	ENSG00000130208		583	4271	rs1065853-?	rs1065853	0	1065853	non_coding_transcript_exon_variant	1	NR	8E-206	205.09691001300806		18.84085	[17.63-20.05] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p31.3	1	62612551	NR	DOCK7			ENSG00000116641			rs10889348-?	rs10889348	0	10889348	intron_variant	0	NR	4E-7	6.3979400086720375		1.670155	[1.02-2.32] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p31.3	1	62652525	NR	DOCK7			ENSG00000116641			rs10889353-?	rs10889353	0	10889353	intron_variant	0	NR	8E-10	9.096910013008056		2.005335	[1.36-2.65] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p32.3	1	55030366	NR	BSND - PCSK9	ENSG00000162399	ENSG00000169174		13194	9081	rs11206510-?	rs11206510	0	11206510	intergenic_variant	1	NR	1E-7	7.0		2.518439	[1.59-3.45] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p31.3	1	62583880	NR	DOCK7			ENSG00000116641			rs11207995-?	rs11207995	0	11207995	intron_variant	0	NR	1E-9	9.0		1.977345	[1.34-2.62] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19p13.2	19	11078223	NR	SMARCA4			ENSG00000127616			rs112374545-?	rs112374545	0	112374545	intron_variant	0	NR	5E-33	32.30102999566398		6.222507	[5.2-7.24] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19p13.2	19	11080015	NR	SMARCA4 - LDLR	ENSG00000127616	ENSG00000130164		589	9447	rs113190300-?	rs113190300	0	113190300	intergenic_variant	1	NR	2E-21	20.69897000433602		6.022841	[4.78-7.26] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19p13.2	19	11085594	NR	SMARCA4 - LDLR	ENSG00000127616	ENSG00000130164		6168	3868	rs114197570-?	rs114197570	0	114197570	TF_binding_site_variant	1	NR	1E-32	32.0		33.45555	[27.94-38.97] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19q13.32	19	44907291	NR	APOE			ENSG00000130203			rs115299243-?	rs115299243	0	115299243	non_coding_transcript_exon_variant	0	NR	3E-6	5.522878745280337		7.766305	[4.5-11.03] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p32.3	1	55039974	NR	PCSK9			ENSG00000169174			rs11591147-?	rs11591147	0	11591147	missense_variant	0	NR	4E-32	31.397940008672037		21.51406	[17.94-25.09] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19q13.32	19	44900155	NR	TOMM40			ENSG00000130204			rs1160985-?	rs1160985	0	1160985	intron_variant	0	NR	1E-14	14.0		2.436275	[1.82-3.06] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	16q22.2	16	72018449	NR	DHODH			ENSG00000102967			rs11648003-?	rs11648003	0	11648003	intron_variant	0	NR	4E-6	5.3979400086720375		1.930894	[1.11-2.75] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19p13.2	19	11084354	NR	SMARCA4 - LDLR	ENSG00000127616	ENSG00000130164		4928	5108	rs11668477-?	rs11668477	0	11668477	intergenic_variant	1	NR	5E-16	15.301029995663981		2.880678	[2.19-3.58] unit decrease	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	19p13.2	19	11111624	LDLR	LDLR			ENSG00000130164			rs11669576-?	rs11669576	0	11669576	missense_variant	0	NR	1E-12	12.0		4.329	[3.14-5.52] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p31.3	1	62465961	NR	DOCK7			ENSG00000116641			rs1167998-?	rs1167998	0	1167998	intron_variant	0	NR	9E-8	7.045757490560675		1.707295	[1.08-2.33] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	1p31.3	1	62531167	NR	DOCK7			ENSG00000116641			rs1168013-?	rs1168013	0	1168013	intron_variant	0	NR	5E-7	6.301029995663981		1.605552	[0.98-2.23] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Low density lipoprotein cholesterol levels	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	NA	12q24.31	12	120978847	NR	HNF1A-AS1, HNF1A			ENSG00000241388, ENSG00000135100			rs1169288-?	rs1169288	0	1169288	missense_variant	0	NR	3E-7	6.522878745280337		1.793865	[1.11-2.48] unit increase	Illumina [31808917] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST008037	Genome-wide genotyping array
